lemma,global_position,sentence_id,local_word_id,original_text
her,96267,10209,5,her
big,96268,10209,6,big
face,96269,10209,7,face
!,96270,10209,8,!
she,96271,10210,1,she
cry,96272,10210,2,cried
.,96273,10210,3,.
katey,96274,10211,1,Katey
go,96275,10211,2,went
to,96276,10211,3,to
the,96277,10211,4,the
range,96278,10211,5,range
and,96279,10211,6,and
peer,96280,10211,7,peered
with,96281,10211,8,with
squinting,96282,10211,9,squinting
eye,96283,10211,10,eyes
.,96284,10211,11,.
—,96285,10212,1,—
what,96286,10212,2,What
be,96287,10212,3,’s
in,96288,10212,4,in
the,96289,10212,5,the
pot,96290,10212,6,pot
?,96291,10212,7,?
she,96292,10213,1,she
ask,96293,10213,2,asked
.,96294,10213,3,.
—,96295,10214,1,—
shirt,96296,10214,2,Shirts
",",96297,10214,3,","
maggy,96298,10214,4,Maggy
say,96299,10214,5,said
.,96300,10214,6,.
boody,96301,10215,1,Boody
cry,96302,10215,2,cried
angrily,96303,10215,3,angrily
:,96304,10215,4,:
—,96305,10216,1,—
crickey,96306,10216,2,Crickey
",",96307,10216,3,","
be,96308,10216,4,is
there,96309,10216,5,there
nothing,96310,10216,6,nothing
for,96311,10216,7,for
we,96312,10216,8,us
to,96313,10216,9,to
eat,96314,10216,10,eat
?,96315,10216,11,?
katey,96316,10217,1,Katey
",",96317,10217,2,","
lift,96318,10217,3,lifting
the,96319,10217,4,the
kettlelid,96320,10217,5,kettlelid
in,96321,10217,6,in
a,96322,10217,7,a
pad,96323,10217,8,pad
of,96324,10217,9,of
her,96325,10217,10,her
stain,96326,10217,11,stained
skirt,96327,10217,12,skirt
",",96328,10217,13,","
ask,96329,10217,14,asked
:,96330,10217,15,:
—,96331,10218,1,—
and,96332,10218,2,And
what,96333,10218,3,what
be,96334,10218,4,’s
in,96335,10218,5,in
this,96336,10218,6,this
?,96337,10218,7,?
a,96338,10219,1,A
heavy,96339,10219,2,heavy
fume,96340,10219,3,fume
gush,96341,10219,4,gushed
in,96342,10219,5,in
answer,96343,10219,6,answer
.,96344,10219,7,.
—,96345,10220,1,—
peasoup,96346,10220,2,Peasoup
",",96347,10220,3,","
maggy,96348,10220,4,Maggy
say,96349,10220,5,said
.,96350,10220,6,.
—,96351,10221,1,—
where,96352,10221,2,Where
do,96353,10221,3,did
you,96354,10221,4,you
get,96355,10221,5,get
it,96356,10221,6,it
?,96357,10221,7,?
katey,96358,10222,1,Katey
ask,96359,10222,2,asked
.,96360,10222,3,.
—,96361,10223,1,—
sister,96362,10223,2,Sister
mary,96363,10223,3,Mary
patrick,96364,10223,4,Patrick
",",96365,10223,5,","
maggy,96366,10223,6,Maggy
say,96367,10223,7,said
.,96368,10223,8,.
the,96369,10224,1,The
lacquey,96370,10224,2,lacquey
ring,96371,10224,3,rang
his,96372,10224,4,his
bell,96373,10224,5,bell
.,96374,10224,6,.
—,96375,10225,1,—
barang,96376,10225,2,Barang
!,96377,10225,3,!
boody,96378,10226,1,Boody
sit,96379,10226,2,sat
down,96380,10226,3,down
at,96381,10226,4,at
the,96382,10226,5,the
table,96383,10226,6,table
and,96384,10226,7,and
say,96385,10226,8,said
hungrily,96386,10226,9,hungrily
:,96387,10226,10,:
—,96388,10227,1,—
give,96389,10227,2,Give
we,96390,10227,3,us
it,96391,10227,4,it
here,96392,10227,5,here
.,96393,10227,6,.
maggy,96394,10228,1,Maggy
pour,96395,10228,2,poured
yellow,96396,10228,3,yellow
thick,96397,10228,4,thick
soup,96398,10228,5,soup
from,96399,10228,6,from
the,96400,10228,7,the
kettle,96401,10228,8,kettle
into,96402,10228,9,into
a,96403,10228,10,a
bowl,96404,10228,11,bowl
.,96405,10228,12,.
katey,96406,10229,1,Katey
",",96407,10229,2,","
sit,96408,10229,3,sitting
opposite,96409,10229,4,opposite
boody,96410,10229,5,Boody
",",96411,10229,6,","
say,96412,10229,7,said
quietly,96413,10229,8,quietly
",",96414,10229,9,","
as,96415,10229,10,as
her,96416,10229,11,her
fingertip,96417,10229,12,fingertip
lift,96418,10229,13,lifted
to,96419,10229,14,to
her,96420,10229,15,her
mouth,96421,10229,16,mouth
random,96422,10229,17,random
crumb,96423,10229,18,crumbs
:,96424,10229,19,:
—,96425,10230,1,—
a,96426,10230,2,A
good,96427,10230,3,good
job,96428,10230,4,job
we,96429,10230,5,we
have,96430,10230,6,have
that,96431,10230,7,that
much,96432,10230,8,much
.,96433,10230,9,.
where,96434,10231,1,Where
be,96435,10231,2,’s
dilly,96436,10231,3,Dilly
?,96437,10231,4,?
—,96438,10232,1,—
gone,96439,10232,2,Gone
to,96440,10232,3,to
meet,96441,10232,4,meet
father,96442,10232,5,father
",",96443,10232,6,","
maggy,96444,10232,7,Maggy
say,96445,10232,8,said
.,96446,10232,9,.
boody,96447,10233,1,Boody
",",96448,10233,2,","
break,96449,10233,3,breaking
big,96450,10233,4,big
chunk,96451,10233,5,chunks
of,96452,10233,6,of
bread,96453,10233,7,bread
into,96454,10233,8,into
the,96455,10233,9,the
yellow,96456,10233,10,yellow
soup,96457,10233,11,soup
",",96458,10233,12,","
add,96459,10233,13,added
:,96460,10233,14,:
—,96461,10234,1,—
our,96462,10234,2,Our
father,96463,10234,3,father
who,96464,10234,4,who
art,96465,10234,5,art
not,96466,10234,6,not
in,96467,10234,7,in
heaven,96468,10234,8,heaven
.,96469,10234,9,.
maggy,96470,10235,1,Maggy
",",96471,10235,2,","
pour,96472,10235,3,pouring
yellow,96473,10235,4,yellow
soup,96474,10235,5,soup
in,96475,10235,6,in
katey,96476,10235,7,Katey
's,96477,10235,8,’s
bowl,96478,10235,9,bowl
",",96479,10235,10,","
exclaim,96480,10235,11,exclaimed
:,96481,10235,12,:
—,96482,10236,1,—
boody,96483,10236,2,Boody
!,96484,10236,3,!
for,96485,10237,1,For
shame,96486,10237,2,shame
!,96487,10237,3,!
a,96488,10238,1,A
skiff,96489,10238,2,skiff
",",96490,10238,3,","
a,96491,10238,4,a
crumple,96492,10238,5,crumpled
throwaway,96493,10238,6,throwaway
",",96494,10238,7,","
elijah,96495,10238,8,Elijah
be,96496,10238,9,is
come,96497,10238,10,coming
",",96498,10238,11,","
ride,96499,10238,12,rode
lightly,96500,10238,13,lightly
down,96501,10238,14,down
the,96502,10238,15,the
liffey,96503,10238,16,Liffey
",",96504,10238,17,","
under,96505,10238,18,under
loopline,96506,10238,19,Loopline
bridge,96507,10238,20,bridge
",",96508,10238,21,","
shoot,96509,10238,22,shooting
the,96510,10238,23,the
rapid,96511,10238,24,rapids
where,96512,10238,25,where
water,96513,10238,26,water
chafe,96514,10238,27,chafed
around,96515,10238,28,around
the,96516,10238,29,the
bridgepier,96517,10238,30,bridgepiers
",",96518,10238,31,","
sail,96519,10238,32,sailing
eastward,96520,10238,33,eastward
past,96521,10238,34,past
hull,96522,10238,35,hulls
and,96523,10238,36,and
anchorchain,96524,10238,37,anchorchains
",",96525,10238,38,","
between,96526,10238,39,between
the,96527,10238,40,the
customhouse,96528,10238,41,Customhouse
old,96529,10238,42,old
dock,96530,10238,43,dock
and,96531,10238,44,and
george,96532,10238,45,George
's,96533,10238,46,’s
quay,96534,10238,47,quay
.,96535,10238,48,.
*,96536,10239,1,*
*,96537,10239,2,*
*,96538,10239,3,*
the,96539,10240,1,The
blond,96540,10240,2,blond
girl,96541,10240,3,girl
in,96542,10240,4,in
thornton,96543,10240,5,Thornton
's,96544,10240,6,’s
bedd,96545,10240,7,bedded
the,96546,10240,8,the
wicker,96547,10240,9,wicker
basket,96548,10240,10,basket
with,96549,10240,11,with
rustling,96550,10240,12,rustling
fibre,96551,10240,13,fibre
.,96552,10240,14,.
blazes,96553,10241,1,Blazes
boylan,96554,10241,2,Boylan
hand,96555,10241,3,handed
her,96556,10241,4,her
the,96557,10241,5,the
bottle,96558,10241,6,bottle
swath,96559,10241,7,swathed
in,96560,10241,8,in
pink,96561,10241,9,pink
tissue,96562,10241,10,tissue
paper,96563,10241,11,paper
and,96564,10241,12,and
a,96565,10241,13,a
small,96566,10241,14,small
jar,96567,10241,15,jar
.,96568,10241,16,.
—,96569,10242,1,—
put,96570,10242,2,Put
this,96571,10242,3,these
in,96572,10242,4,in
first,96573,10242,5,first
",",96574,10242,6,","
will,96575,10242,7,will
you,96576,10242,8,you
?,96577,10242,9,?
he,96578,10243,1,he
say,96579,10243,2,said
.,96580,10243,3,.
—,96581,10244,1,—
yes,96582,10244,2,Yes
",",96583,10244,3,","
sir,96584,10244,4,sir
",",96585,10244,5,","
the,96586,10244,6,the
blond,96587,10244,7,blond
girl,96588,10244,8,girl
say,96589,10244,9,said
.,96590,10244,10,.
and,96591,10245,1,And
the,96592,10245,2,the
fruit,96593,10245,3,fruit
on,96594,10245,4,on
top,96595,10245,5,top
.,96596,10245,6,.
—,96597,10246,1,—
that,96598,10246,2,That
will,96599,10246,3,’ll
do,96600,10246,4,do
",",96601,10246,5,","
game,96602,10246,6,game
ball,96603,10246,7,ball
",",96604,10246,8,","
blazes,96605,10246,9,Blazes
boylan,96606,10246,10,Boylan
say,96607,10246,11,said
.,96608,10246,12,.
she,96609,10247,1,She
bestow,96610,10247,2,bestowed
fat,96611,10247,3,fat
pear,96612,10247,4,pears
neatly,96613,10247,5,neatly
",",96614,10247,6,","
head,96615,10247,7,head
by,96616,10247,8,by
tail,96617,10247,9,tail
",",96618,10247,10,","
and,96619,10247,11,and
among,96620,10247,12,among
they,96621,10247,13,them
ripe,96622,10247,14,ripe
shameface,96623,10247,15,shamefaced
peach,96624,10247,16,peaches
.,96625,10247,17,.
blazes,96626,10248,1,Blazes
boylan,96627,10248,2,Boylan
walk,96628,10248,3,walked
here,96629,10248,4,here
and,96630,10248,5,and
there,96631,10248,6,there
in,96632,10248,7,in
new,96633,10248,8,new
tan,96634,10248,9,tan
shoe,96635,10248,10,shoes
about,96636,10248,11,about
the,96637,10248,12,the
fruitsmelling,96638,10248,13,fruitsmelling
shop,96639,10248,14,shop
",",96640,10248,15,","
lift,96641,10248,16,lifting
fruit,96642,10248,17,fruits
",",96643,10248,18,","
young,96644,10248,19,young
juicy,96645,10248,20,juicy
crinkle,96646,10248,21,crinkled
and,96647,10248,22,and
plump,96648,10248,23,plump
red,96649,10248,24,red
tomato,96650,10248,25,tomatoes
",",96651,10248,26,","
sniff,96652,10248,27,sniffing
smell,96653,10248,28,smells
.,96654,10248,29,.
h.,96655,10249,1,H.
e.,96656,10249,2,E.
l.,96657,10249,3,L.
y.’s,96658,10249,4,Y.’S
file,96659,10249,5,filed
before,96660,10249,6,before
he,96661,10249,7,him
",",96662,10249,8,","
tallwhitehatted,96663,10249,9,tallwhitehatted
",",96664,10249,10,","
past,96665,10249,11,past
tangier,96666,10249,12,Tangier
lane,96667,10249,13,lane
",",96668,10249,14,","
plodd,96669,10249,15,plodding
towards,96670,10249,16,towards
their,96671,10249,17,their
goal,96672,10249,18,goal
.,96673,10249,19,.
he,96674,10250,1,He
turn,96675,10250,2,turned
suddenly,96676,10250,3,suddenly
from,96677,10250,4,from
a,96678,10250,5,a
chip,96679,10250,6,chip
of,96680,10250,7,of
strawberry,96681,10250,8,strawberries
",",96682,10250,9,","
draw,96683,10250,10,drew
a,96684,10250,11,a
gold,96685,10250,12,gold
watch,96686,10250,13,watch
from,96687,10250,14,from
his,96688,10250,15,his
fob,96689,10250,16,fob
and,96690,10250,17,and
hold,96691,10250,18,held
it,96692,10250,19,it
at,96693,10250,20,at
its,96694,10250,21,its
chain,96695,10250,22,chain
's,96696,10250,23,’s
length,96697,10250,24,length
.,96698,10250,25,.
—,96699,10251,1,—
can,96700,10251,2,Can
you,96701,10251,3,you
send,96702,10251,4,send
they,96703,10251,5,them
by,96704,10251,6,by
tram,96705,10251,7,tram
?,96706,10251,8,?
now,96707,10252,1,Now
?,96708,10252,2,?
a,96709,10253,1,A
darkbacked,96710,10253,2,darkbacked
figure,96711,10253,3,figure
under,96712,10253,4,under
merchant,96713,10253,5,Merchants
's,96714,10253,6,’
arch,96715,10253,7,arch
scan,96716,10253,8,scanned
book,96717,10253,9,books
on,96718,10253,10,on
the,96719,10253,11,the
hawker,96720,10253,12,hawker
's,96721,10253,13,’s
cart,96722,10253,14,cart
.,96723,10253,15,.
—,96724,10254,1,—
certainly,96725,10254,2,Certainly
",",96726,10254,3,","
sir,96727,10254,4,sir
.,96728,10254,5,.
be,96729,10255,1,Is
it,96730,10255,2,it
in,96731,10255,3,in
the,96732,10255,4,the
city,96733,10255,5,city
?,96734,10255,6,?
—,96735,10256,1,—
o,96736,10256,2,O
",",96737,10256,3,","
yes,96738,10256,4,yes
",",96739,10256,5,","
blazes,96740,10256,6,Blazes
boylan,96741,10256,7,Boylan
say,96742,10256,8,said
.,96743,10256,9,.
ten,96744,10257,1,Ten
minute,96745,10257,2,minutes
.,96746,10257,3,.
the,96747,10258,1,The
blond,96748,10258,2,blond
girl,96749,10258,3,girl
hand,96750,10258,4,handed
he,96751,10258,5,him
a,96752,10258,6,a
docket,96753,10258,7,docket
and,96754,10258,8,and
pencil,96755,10258,9,pencil
.,96756,10258,10,.
—,96757,10259,1,—
will,96758,10259,2,Will
you,96759,10259,3,you
write,96760,10259,4,write
the,96761,10259,5,the
address,96762,10259,6,address
",",96763,10259,7,","
sir,96764,10259,8,sir
?,96765,10259,9,?
blazes,96766,10260,1,Blazes
boylan,96767,10260,2,Boylan
at,96768,10260,3,at
the,96769,10260,4,the
counter,96770,10260,5,counter
write,96771,10260,6,wrote
and,96772,10260,7,and
push,96773,10260,8,pushed
the,96774,10260,9,the
docket,96775,10260,10,docket
to,96776,10260,11,to
her,96777,10260,12,her
.,96778,10260,13,.
—,96779,10261,1,—
send,96780,10261,2,Send
it,96781,10261,3,it
at,96782,10261,4,at
once,96783,10261,5,once
",",96784,10261,6,","
will,96785,10261,7,will
you,96786,10261,8,you
?,96787,10261,9,?
he,96788,10262,1,he
say,96789,10262,2,said
.,96790,10262,3,.
it,96791,10263,1,It
be,96792,10263,2,’s
for,96793,10263,3,for
a,96794,10263,4,an
invalid,96795,10263,5,invalid
.,96796,10263,6,.
—,96797,10264,1,—
yes,96798,10264,2,Yes
",",96799,10264,3,","
sir,96800,10264,4,sir
.,96801,10264,5,.
i,96802,10265,1,I
will,96803,10265,2,will
",",96804,10265,3,","
sir,96805,10265,4,sir
.,96806,10265,5,.
blazes,96807,10266,1,Blazes
boylan,96808,10266,2,Boylan
rattle,96809,10266,3,rattled
merry,96810,10266,4,merry
money,96811,10266,5,money
in,96812,10266,6,in
his,96813,10266,7,his
trousers,96814,10266,8,trousers
's,96815,10266,9,’
pocket,96816,10266,10,pocket
.,96817,10266,11,.
—,96818,10267,1,—
what,96819,10267,2,What
be,96820,10267,3,’s
the,96821,10267,4,the
damage,96822,10267,5,damage
?,96823,10267,6,?
he,96824,10268,1,he
ask,96825,10268,2,asked
.,96826,10268,3,.
the,96827,10269,1,The
blond,96828,10269,2,blond
girl,96829,10269,3,girl
's,96830,10269,4,’s
slim,96831,10269,5,slim
finger,96832,10269,6,fingers
reckon,96833,10269,7,reckoned
the,96834,10269,8,the
fruit,96835,10269,9,fruits
.,96836,10269,10,.
blazes,96837,10270,1,Blazes
boylan,96838,10270,2,Boylan
look,96839,10270,3,looked
into,96840,10270,4,into
the,96841,10270,5,the
cut,96842,10270,6,cut
of,96843,10270,7,of
her,96844,10270,8,her
blouse,96845,10270,9,blouse
.,96846,10270,10,.
a,96847,10271,1,A
young,96848,10271,2,young
pullet,96849,10271,3,pullet
.,96850,10271,4,.
he,96851,10272,1,He
take,96852,10272,2,took
a,96853,10272,3,a
red,96854,10272,4,red
carnation,96855,10272,5,carnation
from,96856,10272,6,from
the,96857,10272,7,the
tall,96858,10272,8,tall
stemglass,96859,10272,9,stemglass
.,96860,10272,10,.
—,96861,10273,1,—
this,96862,10273,2,This
for,96863,10273,3,for
i,96864,10273,4,me
?,96865,10273,5,?
he,96866,10274,1,he
ask,96867,10274,2,asked
gallantly,96868,10274,3,gallantly
.,96869,10274,4,.
the,96870,10275,1,The
blond,96871,10275,2,blond
girl,96872,10275,3,girl
glance,96873,10275,4,glanced
sideways,96874,10275,5,sideways
at,96875,10275,6,at
he,96876,10275,7,him
",",96877,10275,8,","
get,96878,10275,9,got
up,96879,10275,10,up
regardless,96880,10275,11,regardless
",",96881,10275,12,","
with,96882,10275,13,with
his,96883,10275,14,his
tie,96884,10275,15,tie
a,96885,10275,16,a
bit,96886,10275,17,bit
crooked,96887,10275,18,crooked
",",96888,10275,19,","
blush,96889,10275,20,blushing
.,96890,10275,21,.
—,96891,10276,1,—
yes,96892,10276,2,Yes
",",96893,10276,3,","
sir,96894,10276,4,sir
",",96895,10276,5,","
she,96896,10276,6,she
say,96897,10276,7,said
.,96898,10276,8,.
bend,96899,10277,1,Bending
archly,96900,10277,2,archly
she,96901,10277,3,she
reckon,96902,10277,4,reckoned
again,96903,10277,5,again
fat,96904,10277,6,fat
pear,96905,10277,7,pears
and,96906,10277,8,and
blush,96907,10277,9,blushing
peach,96908,10277,10,peaches
.,96909,10277,11,.
blazes,96910,10278,1,Blazes
boylan,96911,10278,2,Boylan
look,96912,10278,3,looked
in,96913,10278,4,in
her,96914,10278,5,her
blouse,96915,10278,6,blouse
with,96916,10278,7,with
more,96917,10278,8,more
favour,96918,10278,9,favour
",",96919,10278,10,","
the,96920,10278,11,the
stalk,96921,10278,12,stalk
of,96922,10278,13,of
the,96923,10278,14,the
red,96924,10278,15,red
flower,96925,10278,16,flower
between,96926,10278,17,between
his,96927,10278,18,his
smile,96928,10278,19,smiling
tooth,96929,10278,20,teeth
.,96930,10278,21,.
—,96931,10279,1,—
may,96932,10279,2,May
i,96933,10279,3,I
say,96934,10279,4,say
a,96935,10279,5,a
word,96936,10279,6,word
to,96937,10279,7,to
your,96938,10279,8,your
telephone,96939,10279,9,telephone
",",96940,10279,10,","
missy,96941,10279,11,missy
?,96942,10279,12,?
he,96943,10280,1,he
ask,96944,10280,2,asked
roguishly,96945,10280,3,roguishly
.,96946,10280,4,.
*,96947,10281,1,*
*,96948,10281,2,*
*,96949,10281,3,*
_,96950,10282,1,_
—,96951,10282,2,—
ma!_,96952,10282,3,Ma!_
almidano,96953,10282,4,Almidano
artifoni,96954,10282,5,Artifoni
say,96955,10282,6,said
.,96956,10282,7,.
he,96957,10283,1,He
gaze,96958,10283,2,gazed
over,96959,10283,3,over
stephen,96960,10283,4,Stephen
's,96961,10283,5,’s
shoulder,96962,10283,6,shoulder
at,96963,10283,7,at
goldsmith,96964,10283,8,Goldsmith
's,96965,10283,9,’s
knobby,96966,10283,10,knobby
poll,96967,10283,11,poll
.,96968,10283,12,.
two,96969,10284,1,Two
carful,96970,10284,2,carfuls
of,96971,10284,3,of
tourist,96972,10284,4,tourists
pass,96973,10284,5,passed
slowly,96974,10284,6,slowly
",",96975,10284,7,","
their,96976,10284,8,their
woman,96977,10284,9,women
sit,96978,10284,10,sitting
fore,96979,10284,11,fore
",",96980,10284,12,","
grip,96981,10284,13,gripping
the,96982,10284,14,the
handrest,96983,10284,15,handrests
.,96984,10284,16,.
paleface,96985,10285,1,Palefaces
.,96986,10285,2,.
man,96987,10286,1,Men
's,96988,10286,2,’s
arm,96989,10286,3,arms
frankly,96990,10286,4,frankly
round,96991,10286,5,round
their,96992,10286,6,their
stunt,96993,10286,7,stunted
form,96994,10286,8,forms
.,96995,10286,9,.
they,96996,10287,1,They
look,96997,10287,2,looked
from,96998,10287,3,from
trinity,96999,10287,4,Trinity
to,97000,10287,5,to
the,97001,10287,6,the
blind,97002,10287,7,blind
column,97003,10287,8,columned
porch,97004,10287,9,porch
of,97005,10287,10,of
the,97006,10287,11,the
bank,97007,10287,12,bank
of,97008,10287,13,of
ireland,97009,10287,14,Ireland
where,97010,10287,15,where
pigeon,97011,10287,16,pigeons
roocoocooe,97012,10287,17,roocoocooed
.,97013,10287,18,.
—,97014,10288,1,—
_anch,97015,10288,2,_Anch
’io,97016,10288,3,’io
ho,97017,10288,4,ho
avuto,97018,10288,5,avuto
di,97019,10288,6,di
queste,97020,10288,7,queste
idee_,97021,10288,8,idee_
",",97022,10288,9,","
almidano,97023,10288,10,Almidano
artifoni,97024,10288,11,Artifoni
say,97025,10288,12,said
",",97026,10288,13,","
_quand,97027,10288,14,_quand
's,97028,10288,15,’
ero,97029,10288,16,ero
giovine,97030,10288,17,giovine
come,97031,10288,18,come
lei,97032,10288,19,Lei
.,97033,10288,20,.
eppoi,97034,10289,1,Eppoi
mi,97035,10289,2,mi
sono,97036,10289,3,sono
convinto,97037,10289,4,convinto
che,97038,10289,5,che
il,97039,10289,6,il
mondo,97040,10289,7,mondo
è,97041,10289,8,è
una,97042,10289,9,una
bestia,97043,10289,10,bestia
.,97044,10289,11,.
è,97045,10290,1,È
peccato,97046,10290,2,peccato
.,97047,10290,3,.
perchè,97048,10291,1,Perchè
la,97049,10291,2,la
sua,97050,10291,3,sua
voce,97051,10291,4,voce
...,97052,10291,5,...
sarebbe,97053,10291,6,sarebbe
un,97054,10291,7,un
cespite,97055,10291,8,cespite
di,97056,10291,9,di
rendita,97057,10291,10,rendita
",",97058,10291,11,","
via,97059,10291,12,via
.,97060,10291,13,.
invece,97061,10292,1,Invece
",",97062,10292,2,","
lei,97063,10292,3,Lei
si,97064,10292,4,si
sacrifica._,97065,10292,5,sacrifica._
—,97066,10293,1,—
_sacrifizio,97067,10293,2,_Sacrifizio
incruento,97068,10293,3,incruento
",",97069,10293,4,","
_,97070,10293,5,_
stephen,97071,10293,6,Stephen
say,97072,10293,7,said
smile,97073,10293,8,smiling
",",97074,10293,9,","
sway,97075,10293,10,swaying
his,97076,10293,11,his
ashplant,97077,10293,12,ashplant
in,97078,10293,13,in
slow,97079,10293,14,slow
swingswong,97080,10293,15,swingswong
from,97081,10293,16,from
its,97082,10293,17,its
midpoint,97083,10293,18,midpoint
",",97084,10293,19,","
lightly,97085,10293,20,lightly
.,97086,10293,21,.
_,97087,10294,1,_
—,97088,10294,2,—
speriamo,97089,10294,3,Speriamo
",",97090,10294,4,","
_,97091,10294,5,_
the,97092,10294,6,the
round,97093,10294,7,round
mustachioed,97094,10294,8,mustachioed
face,97095,10294,9,face
say,97096,10294,10,said
pleasantly,97097,10294,11,pleasantly
.,97098,10294,12,.
_ma,97099,10295,1,_Ma
",",97100,10295,2,","
dia,97101,10295,3,dia
retta,97102,10295,4,retta
of,97103,10295,5,a
i,97104,10295,6,me
.,97105,10295,7,.
ci,97106,10296,1,Ci
rifletta_,97107,10296,2,rifletta_
.,97108,10296,3,.
by,97109,10297,1,By
the,97110,10297,2,the
stern,97111,10297,3,stern
stone,97112,10297,4,stone
hand,97113,10297,5,hand
of,97114,10297,6,of
grattan,97115,10297,7,Grattan
",",97116,10297,8,","
bid,97117,10297,9,bidding
halt,97118,10297,10,halt
",",97119,10297,11,","
a,97120,10297,12,an
inchicore,97121,10297,13,Inchicore
tram,97122,10297,14,tram
unload,97123,10297,15,unloaded
straggle,97124,10297,16,straggling
highland,97125,10297,17,Highland
soldier,97126,10297,18,soldiers
of,97127,10297,19,of
a,97128,10297,20,a
band,97129,10297,21,band
.,97130,10297,22,.
—,97131,10298,1,—
_ci,97132,10298,2,_Ci
rifletterò,97133,10298,3,rifletterò
",",97134,10298,4,","
_,97135,10298,5,_
stephen,97136,10298,6,Stephen
say,97137,10298,7,said
",",97138,10298,8,","
glance,97139,10298,9,glancing
down,97140,10298,10,down
the,97141,10298,11,the
solid,97142,10298,12,solid
trouserleg,97143,10298,13,trouserleg
.,97144,10298,14,.
—,97145,10299,1,—
_ma,97146,10299,2,_Ma
",",97147,10299,3,","
sul,97148,10299,4,sul
serio,97149,10299,5,serio
",",97150,10299,6,","
eh?_,97151,10299,7,eh?_
almidano,97152,10299,8,Almidano
artifoni,97153,10299,9,Artifoni
say,97154,10299,10,said
.,97155,10299,11,.
his,97156,10300,1,His
heavy,97157,10300,2,heavy
hand,97158,10300,3,hand
take,97159,10300,4,took
stephen,97160,10300,5,Stephen
's,97161,10300,6,’s
firmly,97162,10300,7,firmly
.,97163,10300,8,.
human,97164,10301,1,Human
eye,97165,10301,2,eyes
.,97166,10301,3,.
they,97167,10302,1,They
gaze,97168,10302,2,gazed
curiously,97169,10302,3,curiously
a,97170,10302,4,an
instant,97171,10302,5,instant
and,97172,10302,6,and
turn,97173,10302,7,turned
quickly,97174,10302,8,quickly
towards,97175,10302,9,towards
a,97176,10302,10,a
dalkey,97177,10302,11,Dalkey
tram,97178,10302,12,tram
.,97179,10302,13,.
_,97180,10303,1,_
—,97181,10303,2,—
eccolo,97182,10303,3,Eccolo
",",97183,10303,4,","
_,97184,10303,5,_
almidano,97185,10303,6,Almidano
artifoni,97186,10303,7,Artifoni
say,97187,10303,8,said
in,97188,10303,9,in
friendly,97189,10303,10,friendly
haste,97190,10303,11,haste
.,97191,10303,12,.
_,97192,10304,1,_
venga,97193,10304,2,Venga
a,97194,10304,3,a
trovarmi,97195,10304,4,trovarmi
e,97196,10304,5,e
ci,97197,10304,6,ci
pensi,97198,10304,7,pensi
.,97199,10304,8,.
addio,97200,10305,1,Addio
",",97201,10305,2,","
caro._,97202,10305,3,caro._
—,97203,10306,1,—
_arrivederla,97204,10306,2,_Arrivederla
",",97205,10306,3,","
maestro,97206,10306,4,maestro
",",97207,10306,5,","
_,97208,10306,6,_
stephen,97209,10306,7,Stephen
say,97210,10306,8,said
",",97211,10306,9,","
raise,97212,10306,10,raising
his,97213,10306,11,his
hat,97214,10306,12,hat
when,97215,10306,13,when
his,97216,10306,14,his
hand,97217,10306,15,hand
be,97218,10306,16,was
free,97219,10306,17,freed
.,97220,10306,18,.
_e,97221,10307,1,_E
grazie._,97222,10307,2,grazie._
—,97223,10308,1,—
_di,97224,10308,2,_Di
che,97225,10308,3,che
?_,97226,10308,4,?_
almidano,97227,10308,5,Almidano
artifoni,97228,10308,6,Artifoni
say,97229,10308,7,said
.,97230,10308,8,.
_,97231,10309,1,_
scusi,97232,10309,2,Scusi
",",97233,10309,3,","
eh,97234,10309,4,eh
?,97235,10309,5,?
tante,97236,10310,1,Tante
belle,97237,10310,2,belle
cose,97238,10310,3,cose
!_,97239,10310,4,!_
almidano,97240,10311,1,Almidano
artifoni,97241,10311,2,Artifoni
",",97242,10311,3,","
hold,97243,10311,4,holding
up,97244,10311,5,up
a,97245,10311,6,a
baton,97246,10311,7,baton
of,97247,10311,8,of
roll,97248,10311,9,rolled
music,97249,10311,10,music
as,97250,10311,11,as
a,97251,10311,12,a
signal,97252,10311,13,signal
",",97253,10311,14,","
trotet,97254,10311,15,trotted
on,97255,10311,16,on
stout,97256,10311,17,stout
trousers,97257,10311,18,trousers
after,97258,10311,19,after
the,97259,10311,20,the
dalkey,97260,10311,21,Dalkey
tram,97261,10311,22,tram
.,97262,10311,23,.
in,97263,10312,1,In
vain,97264,10312,2,vain
he,97265,10312,3,he
trotet,97266,10312,4,trotted
",",97267,10312,5,","
signal,97268,10312,6,signalling
in,97269,10312,7,in
vain,97270,10312,8,vain
among,97271,10312,9,among
the,97272,10312,10,the
rout,97273,10312,11,rout
of,97274,10312,12,of
barekneed,97275,10312,13,barekneed
gilly,97276,10312,14,gillies
smuggle,97277,10312,15,smuggling
implement,97278,10312,16,implements
of,97279,10312,17,of
music,97280,10312,18,music
through,97281,10312,19,through
trinity,97282,10312,20,Trinity
gate,97283,10312,21,gates
.,97284,10312,22,.
*,97285,10313,1,*
*,97286,10313,2,*
*,97287,10313,3,*
miss,97288,10314,1,Miss
dunne,97289,10314,2,Dunne
hide,97290,10314,3,hid
the,97291,10314,4,the
capel,97292,10314,5,Capel
street,97293,10314,6,street
library,97294,10314,7,library
copy,97295,10314,8,copy
of,97296,10314,9,of
_,97297,10314,10,_
